age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
66,Private,207066,Some-college,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,32,United-States
37,,63552,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,41,United-States
29,Private,110977,HS-grad,13,Divorced,Sales,Wife,Asian-Pac-Islander,Female,0,0,70,United-States
68,,169104,12th,10,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
58,,145886,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States
49,Private,140849,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,69,United-States
45,Private,305619,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,49,United-States
45,Private,142227,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,15024,0,65,United-States
45,Federal-gov,209535,Some-college,12,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,58,United-States
50,Private,291374,HS-grad,11,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,34,United-States
73,Private,391495,11th,10,Divorced,Sales,Husband,White,Female,0,0,77,United-States
71,,148320,HS-grad,9,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,29,United-States
69,,247383,HS-grad,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,0,0,55,United-States
75,Self-emp-inc,57898,HS-grad,10,Never-married,Other-service,Not-in-family,White,Female,0,0,29,United-States
25,Self-emp-inc,191948,Bachelors,4,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,47,United-States
31,Private,203777,Some-college,9,Married-civ-spouse,,Wife,Other,Male,0,0,56,United-States
76,Private,152389,Assoc-acdm,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,United-States
68,,60087,HS-grad,3,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,49,United-States
35,,138999,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States
64,,194252,HS-grad,11,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,48,United-States
71,,189203,Some-college,6,Divorced,Sales,Husband,Asian-Pac-Islander,Male,0,0,42,United-States
34,Private,120724,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,46,United-States
50,,215495,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,4508,0,48,United-States
48,Private,382859,Bachelors,7,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,42,United-States
35,Self-emp-not-inc,240150,HS-grad,9,Widowed,Tech-support,Other-relative,Asian-Pac-Islander,Male,0,0,52,United-States
45,Private,149368,Assoc-acdm,8,Married-civ-spouse,,Husband,Black,Male,0,0,42,United-States
45,Private,137109,HS-grad,5,Married-civ-spouse,Prof-specialty,Own-child,Black,Female,0,0,41,United-States
46,,294671,Assoc-voc,3,Married-civ-spouse,,Other-relative,Black,Female,0,0,67,United-States
40,Local-gov,215096,11th,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,41,United-States
77,,89172,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,26,United-States
72,Private,29106,Bachelors,12,Never-married,,Own-child,Black,Female,0,0,56,United-States
70,State-gov,189461,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,27828,0,33,United-States
39,Private,169717,Doctorate,10,Married-civ-spouse,Engineer,Wife,White,Male,0,0,31,United-States
58,Private,202872,HS-grad,9,Separated,Protective-serv,Unmarried,Black,Male,0,0,24,United-States
46,Private,192978,HS-grad,10,Divorced,Transport-moving,Husband,White,Male,0,0,35,United-States
51,Private,88642,Bachelors,11,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,39,United-States
74,,166697,Masters,7,Separated,Prof-specialty,Own-child,White,Female,0,0,31,United-States
62,Private,34862,Assoc-voc,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,
54,Private,175540,1st-4th,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,33,United-States
28,Federal-gov,172579,10th,9,Married-civ-spouse,,Husband,White,Male,0,0,33,United-States
27,State-gov,187370,Bachelors,13,Married-civ-spouse,,Not-in-family,Asian-Pac-Islander,Male,0,0,71,United-States
75,Local-gov,246439,Assoc-voc,13,Never-married,Machine-op-inspct,Husband,White,Male,0,0,47,United-States
11,,137126,Some-college,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States
52,Local-gov,258425,HS-grad,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,37,United-States
27,Private,151888,Some-college,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,64,United-States
50,Private,188476,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,77,Greece
43,Private,327964,Some-college,15,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,57,United-States
82,Private,68358,Some-college,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,43,United-States
46,,139126,Some-college,13,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,49,
75,Local-gov,144778,11th,10,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,0,0,58,United-States
33,Local-gov,126110,HS-grad,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,83,United-States
37,Local-gov,223275,Some-college,9,Divorced,Adm-clerical,Husband,White,Male,4386,0,43,United-States
48,Self-emp-not-inc,117909,Some-college,7,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,12,
42,Private,207400,HS-grad,13,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,21,United-States
25,Local-gov,41035,Bachelors,14,Never-married,Prof-specialty,Husband,White,Female,0,0,23,United-States
38,Local-gov,173002,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Male,0,0,43,Philippines
61,Private,243330,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States
28,Private,328301,Assoc-acdm,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,52,United-States
46,Private,246258,HS-grad,10,Never-married,Craft-repair,Husband,White,Female,0,2824,46,United-States
38,,203488,Masters,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,34,United-States
53,Private,190885,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States
36,Private,56340,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
59,Private,19793,Bachelors,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States
49,Private,321758,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,33,United-States
34,Self-emp-not-inc,108293,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,70,United-States
56,Private,97883,HS-grad,10,Never-married,Engineer,Own-child,Asian-Pac-Islander,Female,0,0,25,United-States
56,Private,89534,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,56,United-States
57,Private,178749,Masters,10,Never-married,Prof-specialty,Husband,White,Male,0,0,37,United-States
60,Private,190391,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,34,United-States
27,,391257,Doctorate,13,Widowed,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,55,United-States
56,Private,251170,HS-grad,12,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,34,United-States
49,Local-gov,180150,Assoc-acdm,9,Never-married,Prof-specialty,Husband,White,Male,0,0,51,United-States
49,Private,167065,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States
40,Private,190942,HS-grad,15,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,60,United-States
48,Private,170114,5th-6th,13,Divorced,Exec-managerial,Husband,White,Female,0,0,36,United-States
63,Self-emp-not-inc,207022,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,60,Italy
68,,237091,Some-college,6,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,54,United-States
43,,183824,Bachelors,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,48,United-States
27,Private,312653,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States
34,Private,219137,Masters,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,49,United-States
75,State-gov,200453,HS-grad,9,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,34,United-States
49,,190885,Some-college,13,Never-married,Adm-clerical,Unmarried,White,Male,99999,0,34,United-States
43,Private,347867,HS-grad,9,Never-married,Prof-specialty,Husband,White,Female,0,0,45,United-States
46,Private,241583,Some-college,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,22,United-States
64,Private,143589,Bachelors,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,27,United-States
7,Self-emp-inc,311570,Prof-school,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,37,United-States
46,Private,174353,HS-grad,13,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,35,Japan
76,,174662,HS-grad,10,Widowed,Engineer,Husband,White,Male,0,0,39,United-States
31,Federal-gov,189282,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,2463,0,31,United-States
47,Self-emp-not-inc,144259,Some-college,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,33,United-States
49,Private,447346,12th,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States
51,Private,56582,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,54,United-States
18,Private,360457,HS-grad,12,Divorced,Craft-repair,Own-child,White,Male,0,0,44,United-States
50,,479179,7th-8th,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,48,United-States
65,,177121,Some-college,9,Divorced,Prof-specialty,Husband,White,Male,2964,0,34,United-States
50,Private,100345,HS-grad,10,Never-married,Farming-fishing,Husband,White,Male,0,0,35,United-States
44,Private,328466,Bachelors,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,49,United-States
35,Private,83446,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,54,United-States
42,Private,279580,Some-college,9,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,33,United-States
38,Self-emp-not-inc,239130,11th,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,21,Haiti
74,Local-gov,55608,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
39,,105592,9th,10,Never-married,Engineer,Husband,Black,Female,0,0,36,Iran
31,Private,165599,Some-college,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,46,United-States
49,Private,196643,Some-college,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
49,Private,389755,Assoc-voc,9,Divorced,Other-service,Not-in-family,White,Male,0,0,58,United-States
32,Private,50408,10th,16,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,26,United-States
19,,201657,1st-4th,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,34,Philippines
63,Private,227332,HS-grad,10,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,57,United-States
43,Local-gov,386643,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States
66,Private,35683,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,59,United-States
25,Private,67153,Assoc-acdm,9,Widowed,Exec-managerial,Own-child,White,Female,0,0,56,United-States
58,Private,327435,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,29,United-States
100,Private,351416,Masters,2,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,57,United-States
60,Private,299047,Assoc-voc,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,70,United-States
36,Local-gov,196771,HS-grad,10,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,38,United-States
40,Private,229414,Some-college,4,Divorced,Transport-moving,Husband,Black,Male,0,0,36,United-States
43,,198069,HS-grad,11,Separated,Tech-support,Husband,Black,Female,0,0,37,United-States
57,Private,102359,Some-college,12,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,23,
25,Private,310483,11th,15,Divorced,Exec-managerial,Husband,White,Male,0,0,54,United-States
39,,168906,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,42,United-States
26,,216968,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,38,United-States
22,Private,376548,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,54,United-States
40,,178013,Some-college,14,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,52,United-States
58,,159759,Assoc-acdm,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,67,United-States
61,Private,427812,10th,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,22,United-States
69,Private,331650,HS-grad,9,Separated,Prof-specialty,Not-in-family,White,Male,0,0,42,Mexico
46,Local-gov,134192,HS-grad,10,Married-civ-spouse,,Unmarried,White,Female,0,0,57,United-States
32,,213195,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,60,Puerto-Rico
63,,166304,Bachelors,9,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States
39,Private,190836,Some-college,9,Divorced,Sales,Husband,Asian-Pac-Islander,Female,0,0,47,United-States
32,Private,182006,HS-grad,14,Never-married,Sales,Own-child,Black,Male,0,0,52,United-States
75,Federal-gov,102359,Some-college,7,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,21,United-States
74,Local-gov,341995,HS-grad,11,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,21,United-States
42,Self-emp-inc,65466,Masters,10,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,43,United-States
61,Self-emp-inc,183781,Some-college,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,38,United-States
23,State-gov,185203,11th,9,Married-civ-spouse,,Husband,White,Female,0,1719,48,United-States
63,Private,362826,Bachelors,10,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,56,
43,Local-gov,224640,12th,14,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,47,United-States
49,,224566,Masters,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,60,United-States
39,Private,131611,HS-grad,12,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,55,United-States
45,Private,193553,Assoc-voc,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States
21,Self-emp-not-inc,126336,Bachelors,9,Never-married,Protective-serv,Husband,Black,Male,0,0,50,United-States
33,Private,184428,Bachelors,11,Widowed,Tech-support,Not-in-family,White,Female,0,0,25,United-States
58,,276709,Prof-school,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States
54,Private,180758,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,50,United-States
32,Private,112263,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,El-Salvador
54,Private,123170,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,62,United-States
55,State-gov,116632,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,36,United-States
79,Private,157932,Some-college,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,37,United-States
19,,108495,HS-grad,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,37,United-States
55,Local-gov,244172,Masters,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,60,United-States
21,Private,212894,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,41,United-States
44,Self-emp-inc,211020,Some-college,14,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States
66,,304605,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States
75,Local-gov,379779,Bachelors,13,Never-married,Exec-managerial,Husband,Black,Male,0,0,58,United-States
32,,33487,HS-grad,5,Married-civ-spouse,Engineer,Husband,White,Female,0,0,44,United-States
61,Private,230767,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,34,United-States
41,,254285,Some-college,10,Divorced,,Not-in-family,White,Female,0,0,52,
49,Private,410240,11th,9,Never-married,Engineer,Other-relative,White,Female,0,0,49,United-States
18,,227615,Some-college,6,Never-married,Farming-fishing,Husband,White,Female,0,0,71,Puerto-Rico
36,,509364,HS-grad,9,Divorced,,Husband,White,Female,0,0,38,United-States
49,Private,173938,Assoc-voc,9,Never-married,Transport-moving,Husband,White,Female,3103,0,40,United-States
59,Private,158200,Bachelors,10,Widowed,Sales,Unmarried,White,Male,0,0,62,United-States
52,,143032,1st-4th,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,30,United-States
14,,202220,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,47,United-States
39,Private,174938,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States
41,Private,75995,HS-grad,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,35,United-States
20,Private,376455,HS-grad,10,Separated,Adm-clerical,Husband,White,Male,0,0,48,United-States
54,,71676,Some-college,9,Never-married,Sales,Wife,Asian-Pac-Islander,Female,0,0,44,United-States
56,,191385,Doctorate,14,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,34,United-States
61,Federal-gov,543477,Masters,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States
56,Private,36699,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,15024,0,21,China
30,Private,265706,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,0,0,45,United-States
65,,75891,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,32,Portugal
54,Private,77521,1st-4th,10,Widowed,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,51,United-States
33,,195520,Some-college,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,42,Philippines
59,Local-gov,90446,Bachelors,4,Married-civ-spouse,Other-service,Own-child,White,Male,13550,0,52,United-States
42,Private,356882,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States
51,Private,190895,HS-grad,11,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,27,United-States
57,Private,183170,11th,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,37,Germany
64,Private,127651,HS-grad,9,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,16,United-States
54,Private,59342,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,15024,0,17,United-States
75,Private,226696,Bachelors,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,51,United-States
35,,125000,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,46,United-States
72,Private,131160,HS-grad,7,Married-civ-spouse,Sales,Not-in-family,Black,Female,0,0,75,United-States
52,Private,295763,Masters,2,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States
47,,110371,Some-college,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,67,United-States
68,Private,224566,Assoc-voc,9,Married-civ-spouse,Engineer,Not-in-family,Asian-Pac-Islander,Male,0,0,43,United-States
49,Private,314164,Some-college,7,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,49,Ecuador
85,Private,222405,Doctorate,10,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
58,Private,175958,Some-college,9,Never-married,Transport-moving,Husband,White,Female,0,0,51,United-States
44,,162494,Prof-school,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States
51,Private,157332,11th,10,Never-married,Engineer,Husband,White,Male,14084,0,50,United-States
41,,203233,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,54,United-States
67,Private,75890,HS-grad,10,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,45,
77,Private,210313,1st-4th,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,20,Puerto-Rico
31,State-gov,109055,Some-college,10,Married-spouse-absent,Exec-managerial,Own-child,White,Female,2597,0,71,Philippines
52,,103772,Some-college,10,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,27,United-States
49,,266828,HS-grad,10,Never-married,Engineer,Unmarried,White,Male,0,1977,53,Iran
64,,271393,11th,9,Divorced,Farming-fishing,Husband,White,Female,0,0,43,United-States
78,Local-gov,202920,HS-grad,13,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,29,United-States
73,,574271,HS-grad,7,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,53,United-States
52,,85251,Some-college,11,Divorced,,Husband,White,Female,0,0,57,United-States
24,,214542,HS-grad,11,Divorced,Farming-fishing,Not-in-family,White,Female,15024,0,36,United-States
55,Private,176796,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,8614,0,34,United-States
39,Private,161087,Bachelors,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,42,United-States
42,,24292,Some-college,13,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,27,United-States
42,Local-gov,24712,HS-grad,9,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0,0,27,United-States
55,State-gov,197292,Bachelors,9,Divorced,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,51,United-States
23,Self-emp-not-inc,151967,Bachelors,14,Married-civ-spouse,Sales,Own-child,White,Male,0,0,52,United-States
62,State-gov,122177,Assoc-acdm,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,42,United-States
91,,345969,Some-college,14,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,33,United-States
42,Local-gov,250821,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,0,0,42,United-States
37,Local-gov,207668,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,29,United-States
28,Private,179415,Assoc-voc,9,Never-married,,Unmarried,White,Female,20051,0,70,United-States
58,,50197,1st-4th,10,Divorced,Other-service,Own-child,White,Female,0,0,33,United-States
59,Private,174209,Some-college,9,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,43,Canada
38,State-gov,205152,Some-college,14,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,0,0,43,United-States
50,Private,289804,Masters,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,36,United-States
25,Private,163581,Some-college,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,0,0,32,United-States
42,Private,185394,Some-college,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States
50,Private,139347,12th,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States
69,Federal-gov,190729,Bachelors,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,46,United-States
75,,198870,HS-grad,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,37,United-States
18,,212465,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,56,England
77,Private,95864,9th,10,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,7688,0,63,United-States
60,Private,109015,Bachelors,9,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,16,United-States
49,Self-emp-not-inc,184553,Bachelors,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,43,Cuba
33,,159449,HS-grad,15,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,28,United-States
39,Private,207658,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Taiwan
38,Private,282609,Some-college,9,Never-married,Prof-specialty,Unmarried,White,Male,3942,0,54,United-States
37,,38360,Masters,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,42,United-States
61,Self-emp-not-inc,140752,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,65,Taiwan
59,Private,179747,HS-grad,9,Divorced,Sales,Husband,Black,Male,0,0,53,Dominican-Republic
79,Self-emp-inc,24728,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,55,United-States
37,Federal-gov,362883,Some-college,9,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,59,
39,Private,158528,Bachelors,10,Never-married,Engineer,Unmarried,White,Female,0,0,54,United-States
37,Private,292136,HS-grad,2,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States
36,Private,224799,Bachelors,14,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,57,United-States
34,Private,403671,Masters,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,45,United-States
66,Local-gov,361307,Assoc-voc,13,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,50,United-States
34,Private,282202,Bachelors,9,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,38,United-States
66,Private,258298,Masters,6,Divorced,Craft-repair,Not-in-family,Black,Male,0,2205,45,United-States
31,State-gov,175339,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Female,0,0,41,United-States
29,,227610,Some-college,3,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,57,United-States
39,,141657,Bachelors,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,54,Philippines
35,Local-gov,112160,HS-grad,10,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,0,0,45,United-States
45,Private,416103,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States
63,Private,138514,Masters,10,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,70,United-States
40,Private,51662,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States
31,Local-gov,133420,10th,13,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,44,United-States
28,Self-emp-not-inc,94988,Some-college,13,Never-married,Sales,Husband,Black,Male,0,2179,6,United-States
38,Private,229636,Assoc-acdm,13,Divorced,,Husband,White,Male,0,0,42,United-States
57,Self-emp-not-inc,346382,Some-college,11,Never-married,Craft-repair,Own-child,White,Male,0,0,73,United-States
70,Self-emp-not-inc,196125,Masters,13,Divorced,,Not-in-family,White,Female,0,0,31,United-States
83,Private,247328,HS-grad,10,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,73,United-States
26,Self-emp-not-inc,223558,HS-grad,10,Married-civ-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,60,United-States
60,,99829,Some-college,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,46,United-States
33,,97474,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,0,0,46,United-States
6,Private,216208,Prof-school,5,Married-civ-spouse,Adm-clerical,Own-child,White,Male,4386,0,38,United-States
